tok1,tok2,tok3,tok4,tok5,target
102,101,2062,2084,2010,13048
13048,3012,1010,2002,3632,102
102,101,2588,2023,2556,2895
2895,1012,102,101,102,101
101,7987,23998,1024,102,101
101,11082,2247,1012,102,101
101,102,101,2034,5205,1024
1024,102,101,2061,1010,2115
2115,5448,2003,1010,21200,28173
28173,2271,1010,102,101,2008
2008,2027,1997,4199,2024,3133
3133,1999,2256,9517,2015,102
102,101,1998,2113,2129,2057
2057,10838,1012,102,101,102
102,101,21200,28173,2271,1024
1024,102,101,2003,2009,2025
2025,6737,1029,102,101,2054
2054,2412,2031,2042,2245,2006
2006,1999,2023,2110,1010,102
102,101,2008,2071,2022,2716
2716,2000,20445,2552,9413,2063
2063,4199,102,101,2018,25022
25022,11890,2819,15338,3258,1029
1029,1005,22320,2025,2176,2420
2420,2908,102,101,2144,1045
1045,2657,23166,1025,2122,2024
2024,1996,2616,1024,1045,2228
2228,102,101,1045,2031,1996
1996,3661,2182,1025,2748,1010
1010,2182,2009,2003,1012,102
102,101,1005,2027,2031,2811
2811,1005,1040,1037,2373,1010
1010,2021,2009,2003,2025,2124
2124,102,101,3251,2005,2264
2264,2030,2225,1024,1996,6203
6203,2705,2003,2307,1025,102
102,101,1996,2111,14163,25690
25690,2271,1025,1998,2009,2003
2003,19379,8162,1005,1040,1010
1010,102,101,4012,5498,2271
2271,1010,7871,4173,2115,2214
2214,4099,1010,102,101,2040
2040,2003,1997,4199,4788,6283
6283,2084,1997,2017,1010,102
102,101,1998,18828,2474,28228
28228,2271,1010,1037,2087,24329
24329,3142,1010,102,101,2122
2122,2093,2599,2006,2023,7547
7547,102,101,1059,16584,5886
5886,1005,22320,6260,1024,2087
2087,3497,1005,22320,2005,2017
2017,1024,102,101,5136,1997
1997,2009,1012,1005,102,101
101,102,101,2034,5205,1024
1024,102,101,2256,2390,1005
1005,1055,1999,1996,2492,102
102,101,2057,2196,2664,2081
2081,4797,2021,4199,2001,3201
3201,102,101,2000,3437,2149
2149,1012,102,101,102,101
101,21200,28173,2271,1024,102
102,101,4496,2106,2017,2228
2228,2009,26272,102,101,2000
2000,2562,2115,2307,3653,6528
6528,9623,15562,1005,1040,6229
6229,2043,102,101,2027,3791
3791,2442,2265,3209,1025,2029
2029,102,101,1999,1996,11300
11300,2075,1010,102,101,2009
2009,4025,1005,1040,1010,3711
3711,1005,1040,2000,4199,1012
1012,2011,1996,5456,1012,102
102,101,2057,4618,2022,2460
2460,2368,1005,1040,1999,2256
2256,6614,1010,2029,2001,102
102,101,2000,2202,1999,2116
2116,4865,9413,2063,2471,4199
4199,102,101,2323,2113,2057
2057,2020,21358,17206,1012,102
102,101,102,101,2117,5205
5205,1024,102,101,7015,21200
21200,28173,2271,1010,102,101
101,2202,2115,3222,1025,7632
7632,2063,2017,2000,2115,4996
4996,1024,102,101,2292,2149
2149,2894,2000,3457,2522,9488
9488,3669,1024,102,101,2065
2065,2027,2275,2091,2077,1005
1005,1055,1010,2005,1996,6366
6366,102,101,3288,2115,2390
2390,1025,2021,1010,1045,2228
2228,1010,2017,1005,2222,2424
2424,102,101,2027,1005,2310
2310,2025,4810,2005,2149,1012
1012,102,101,102,101,21200
21200,28173,2271,1024,102,101
101,1051,1010,4797,2025,2008
2008,1025,102,101,1045,3713
3713,2013,3056,7368,1012,29349
29349,1010,2062,1010,102,101
101,2070,28998,1997,2037,2373
2373,2024,5743,2525,1010,102
102,101,1998,2069,2718,5886
5886,7652,1012,1045,2681,2115
2115,8762,1012,102,101,2065
2065,2057,1998,29080,2271,7871
7871,4173,3382,2000,3113,1010
1010,102,101,1005,22320,10741
10741,2090,2149,2057,4618,2412
2412,4894,102,101,6229,2028
2028,2064,2079,2053,2062,1012
1012,102,101,102,101,2035
2035,1024,102,101,1996,5932
5932,6509,2017,999,102,101
101,102,101,21200,28173,2271
2271,1024,102,101,1998,2562
2562,2115,8762,3647,999,102
102,101,102,101,2034,5205
5205,1024,102,101,13407,1012
1012,102,101,102,101,2117
2117,5205,1024,102,101,13407
13407,1012,102,101,102,101
101,2035,1024,102,101,13407
13407,1012,102,101,102,101
101,5285,2819,6200,1024,102
102,101,1045,11839,2017,1010
1010,2684,1010,6170,1025,2030
2030,4671,4426,1999,1037,102
102,101,2062,6625,4066,1024
1024,2065,2026,2365,2020,2026
2026,3129,1010,1045,102,101
101,2323,2489,14355,2128,5558
5558,6610,1999,2008,6438,16726
16726,2002,102,101,2180,6225
6225,2084,1999,1996,9979,8163
8163,1997,2010,2793,2073,102
102,101,2002,2052,2265,2087
2087,2293,1012,2043,2664,2002
2002,2001,2021,102,101,8616
8616,1011,22549,1998,1996,2069
2069,2365,1997,2026,26578,1010
1010,2043,102,101,3360,2007
2007,2272,20942,20780,2035,3657
3657,2010,2126,1010,2043,102
102,101,2005,1037,2154,1997
1997,5465,1005,4372,7913,10450
10450,2229,1037,2388,2323,2025
2025,102,101,5271,2032,2019
2019,3178,2013,2014,27541,2075
2075,1010,1045,1010,6195,102
102,101,2129,6225,2052,2468
2468,2107,1037,2711,1012,2008
2008,2009,2001,102,101,2053
2053,2488,2084,3861,1011,2066
2066,2000,6865,2011,1996,2813
2813,1010,2065,102,101,17738
17738,7962,2081,2009,2025,16130
16130,1010,2001,7537,2000,2292
2292,2032,6148,102,101,5473
5473,2073,2002,2001,2066,2000
2000,2424,4476,1012,2000,1037
1037,10311,102,101,2162,1045
1045,2741,2032,1025,2013,2043
2043,3401,2002,2513,1010,2010
2010,11347,102,101,5391,2007
2007,6116,1012,1045,2425,14992
14992,1010,2684,1010,1045,15627
15627,2025,102,101,2062,1999
1999,6569,2012,2034,4994,2002
2002,2001,1037,2158,1011,2775
2775,102,101,2084,2085,1999
1999,2034,3773,2002,2018,4928
4928,2370,1037,102,101,2158
2158,1012,102,101,102,101
101,17270,2401,1024,102,101
101,2021,2018,2002,2351,1999
1999,1996,2449,1010,21658,1025
1025,2129,2059,1029,102,101
101,102,101,5285,2819,6200
6200,1024,102,101,2059,2010
2010,2204,3189,2323,2031,2042
2042,2026,2365,1025,1045,102
102,101,2045,2378,2052,2031
2031,2179,3277,1012,2963,2033
2033,11268,7971,102,101,25664
25664,1024,2018,1045,1037,6474
6474,4124,1010,2169,1999,2026
2026,2293,102,101,11455,1998
1998,3904,2625,6203,2084,4857
4857,2063,1998,2026,2204,102
102,101,7871,4173,1010,1045
1045,2018,2738,2018,5408,3280
3280,2053,6321,2005,2037,102
102,101,2406,2084,2028,5285
5285,29441,28078,14175,20175,2041
2041,1997,2895,1012,102,101
101,102,101,7132,10169,1024
1024,102,101,21658,1010,1996
1996,3203,10380,4360,2003,2272
2272,2000,3942,2017,1012,102
102,101,102,101,17270,2401
2401,1024,102,101,2022,19763
19763,2818,2017,1010,2507,2033
2033,2681,2000,11036,2870,1012
1012,102,101,102,101,5285
5285,2819,6200,1024,102,101
101,5262,1010,2017,4618,2025
2025,1012,102,101,2777,10606
10606,5705,1045,2963,2718,5886
5886,2115,3129,1005,1055,6943
6943,1010,102,101,2156,2032
2032,20228,12722,21200,28173,2271
2271,2091,2011,1996,2606,1010
1010,102,101,2004,2336,2013
2013,1037,4562,1010,1996,18709
18709,9623,18454,23500,3070,2032
2032,1024,102,101,2777,10606
10606,5705,1045,2156,2032,11359
11359,2947,1010,1998,2655,2947
2947,1024,102,101,1005,2272
2272,2006,1010,2017,16592,2015
2015,999,2017,2020,2288,1999
1999,3571,1010,102,101,2295
2295,2017,2020,2141,1999,4199
4199,1024,1005,2010,6703,8306
8306,102,101,2007,2010,5653
5653,1005,1040,2192,2059,14612
14612,1010,5743,2002,3632,1010
1010,102,101,2066,2000,1037
1037,11203,1011,2158,2008,1005
1005,1055,4708,1005,1040,2000
2000,9587,2860,102,101,2030
2030,2035,2030,4558,2010,10887
10887,1012,102,101,102,101
101,17270,2401,1024,102,101
101,2010,6703,8306,999,1051
1051,13035,1010,2053,2668,999
999,102,101,102,101,5285
5285,2819,6200,1024,102,101
101,2185,1010,2017,7966,999
999,2009,2062,4150,1037,2158
2158,102,101,2084,13097,2102
2102,2010,5384,1024,1996,12682
12682,1997,2002,10841,3676,1010
1010,102,101,2043,2016,2106
2106,11891,2571,10590,1010,2298
2298,1005,1040,2025,2293,14355
14355,102,101,2084,10590,1005
1005,1055,6130,2043,2009,13183
13183,5743,2668,102,101,2012
2012,24665,8586,2937,4690,1010
1010,9530,18532,5582,1012,2425
2425,10380,4360,1010,102,101
101,2057,2024,4906,2000,7226
7226,2014,6160,1012,102,101
101,102,101,17270,2401,1024
1024,102,101,17223,19994,2026
2026,2935,2013,3062,21200,28173
28173,2271,999,102,101,102
102,101,5285,2819,6200,1024
1024,102,101,2002,1005,2222
2222,3786,21200,28173,2271,1005
1005,2132,2917,2010,6181,102
102,101,1998,29449,2588,2010
2010,3300,1012,102,101,102
102,101,10380,4360,1024,102
102,101,2026,6456,2119,1010
1010,2204,2154,2000,2017,1012
1012,102,101,102,101,5285
5285,2819,6200,1024,102,101
101,4086,21658,1012,102,101
101,102,101,17270,2401,1024
1024,102,101,1045,2572,5580
5580,2000,2156,2115,3203,9650
9650,1012,102,101,102,101
101,10380,4360,1024,102,101
101,2129,2079,2017,2119,1029
1029,2017,2024,19676,2160,1011
1011,24018,1012,102,101,2054
2054,2024,2017,22746,2182,1029
1029,1037,2986,3962,1010,1999
1999,2204,102,101,4752,1012
1012,2129,2515,2115,2210,2365
2365,1029,102,101,102,101
101,17270,2401,1024,102,101
101,1045,4067,2115,3203,9650
9650,1025,2092,1010,2204,21658
21658,1012,102,101,102,101
101,5285,2819,6200,1024,102
102,101,2002,2018,2738,2156
2156,1996,10689,1010,1998,2963
2963,1037,6943,1010,2084,102
102,101,2298,2588,2010,2082
2082,1011,3040,1012,102,101
101,102,101,10380,4360,1024
1024,102,101,1051,1005,2026
2026,2773,1010,1996,2269,1005
1005,1055,2365,1024,1045,1005
1005,2222,8415,1010,1005,22320
22320,1037,102,101,2200,3492
3492,2879,1012,1051,1005,2026
2026,19817,14573,1010,1045,2246
2246,2588,2032,1051,1005,102
102,101,9317,2431,2019,3178
3178,2362,1024,2038,2107,1037
1037,102,101,4484,4175,8189
8189,5897,1012,1045,2387,2032
2032,2448,2044,1037,23880,102
102,101,9112,1024,1998,2043
2043,2002,3236,2009,1010,2002
2002,2292,2009,2175,102,101
101,2153,1025,1998,2044,2009
2009,2153,1025,1998,2058,1998
1998,2058,2002,102,101,3310
3310,1010,1998,2153,1025,4608
4608,2098,2009,2153,1025,2030
2030,3251,2010,102,101,2991
2991,18835,2032,1010,2030,2129
2129,1005,1056,17311,1010,2002
2002,2106,2061,2275,2010,102
102,101,4091,1998,7697,2009
2009,1025,1051,1010,1045,10943
10943,2009,1010,2129,2002,5003
5003,7382,7432,2098,102,101
101,2009,999,102,101,102
102,101,5285,2819,6200,1024
1024,102,101,2028,2006,1005
1005,1055,2269,1005,1055,27824
27824,1012,102,101,102,101
101,10380,4360,1024,102,101
101,5262,1010,2474,1010,1005
1005,22320,1037,7015,2775,1012
1012,102,101,102,101,17270
17270,2401,1024,102,101,1037
1037,8579,1010,21658,1012,102
102,101,102,101,10380,4360
4360,1024,102,101,2272,1010
1010,3913,4998,2115,26035,7301
7301,1025,1045,2442,2031,2017
2017,2377,102,101,1996,18373
18373,15876,3366,19993,2007,2033
2033,2023,5027,1012,102,101
101,102,101,17270,2401,1024
1024,102,101,2053,1010,2204
2204,21658,1025,1045,2097,2025
2025,2041,1997,4303,1012,102
102,101,102,101,10380,4360
4360,1024,102,101,2025,2041
2041,1997,4303,999,102,101
101,102,101,5285,2819,6200
6200,1024,102,101,2016,4618
4618,1010,2016,4618,1012,102
102,101,102,101,17270,2401
2401,1024,102,101,5262,1010
1010,2053,1010,2011,2115,11752
11752,1025,1045,1005,2222,2025
2025,2058,1996,102,101,11207
11207,6229,2026,2935,2709,2013
2013,1996,5233,1012,102,101
101,102,101,10380,4360,1024
1024,102,101,10882,2063,1010
1010,2017,9530,23460,4426,2087
2087,4895,16416,3385,8231,1024
1024,2272,1010,102,101,2017
2017,2442,2175,3942,1996,2204
2204,3203,2008,3658,1999,1012
1012,102,101,102,101,17270
17270,2401,1024,102,101,1045
1045,2097,4299,2014,26203,3997
3997,1010,1998,3942,2014,2007
2007,102,101,2026,12583,1025
1025,2021,1045,3685,2175,16215
16215,8939,2121,1012,102,101
101,102,101,5285,2819,6200
6200,1024,102,101,2339,1010
1010,1045,11839,2017,1029,102
102,101,102,101,17270,2401
2401,1024,102,101,1005,22320
22320,2025,2000,3828,4428,1010
1010,4496,2008,1045,2215,2293
2293,1012,102,101,102,101
101,10380,4360,1024,102,101
101,2017,2052,2022,2178,18641
18641,1024,2664,1010,2027,2360
2360,1010,2035,102,101,1996
1996,27158,2016,7455,1999,22784
22784,1005,6438,2106,2021,6039
6039,102,101,27939,2440,1997
1997,14885,1012,2272,1025,1045
1045,2052,2115,11503,23736,2278
2278,102,101,2020,21082,2004
2004,2115,4344,1010,2008,2017
2017,2453,2681,102,101,24858
24858,2075,2009,2005,12063,1012
1012,2272,1010,2017,4618,2175
2175,2007,2149,1012,102,101
101,102,101,17270,2401,1024
1024,102,101,2053,1010,2204
2204,21658,1010,14933,2033,1025
1025,5262,1010,1045,2097,2025
2025,5743,1012,102,101,102
102,101,10380,4360,1024,102
102,101,1999,3606,1010,2474
2474,1010,2175,2007,2033,1025
1025,1998,1045,1005,2222,2425
2425,2017,102,101,6581,2739
2739,1997,2115,3129,1012,102
102,101,102,101,17270,2401
2401,1024,102,101,1051,1010
1010,2204,21658,1010,2045,2064
2064,2022,3904,2664,1012,102
102,101,102,101,10380,4360
4360,1024,102,101,2310,11272
11272,1010,1045,2079,2025,15333
15333,3367,2007,2017,1025,2045
2045,2234,2739,2013,102,101
101,2032,2197,2305,1012,102
102,101,102,101,17270,2401
2401,1024,102,101,5262,1010
1010,21658,1029,102,101,102
102,101,10380,4360,1024,102
102,101,1999,17300,1010,2009
2009,1005,1055,2995,1025,1045
1045,2657,1037,5205,3713,2009
2009,1012,102,101,2947,2009
2009,2003,1024,1996,18709,9623
9623,2031,2019,2390,5743,1025
1025,2114,102,101,3183,4012
4012,5498,2271,1996,2236,2003
2003,2908,1010,2007,2028,2112
2112,1997,102,101,2256,3142
3142,2373,1024,2115,2935,1998
1998,18828,2474,28228,2271,2024
2024,2275,102,101,2091,2077
2077,2037,2103,2522,9488,3669
3669,1025,2027,2498,4797,102
102,101,19283,1998,2000,2191
2191,2009,4766,5233,1012,2023
2023,2003,2995,1010,102,101
101,2006,3067,6225,1025,1998
1998,2061,1010,1045,11839,1010
1010,2175,2007,2149,1012,102
102,101,102,101,17270,2401
2401,1024,102,101,2507,2033
2033,8016,1010,2204,21658,1025
1025,1045,2097,15470,2017,1999
1999,2296,102,101,2518,2182
2182,10354,3334,1012,102,101
101,102,101,5285,2819,6200
6200,1024,102,101,2292,2014
2014,2894,1010,3203,1024,2004
2004,2016,2003,2085,1010,2016
2016,2097,2021,102,101,4295
4295,2256,2488,14719,2705,1012
1012,102,101,102,101,10380
10380,4360,1024,102,101,1999
1999,19817,14573,1010,1045,2228
2228,2016,2052,1012,13258,2017
2017,2092,1010,2059,1012,102
102,101,2272,1010,2204,4086
4086,3203,1012,26927,10760,2063
2063,1010,17270,2401,1010,2735
2735,15177,102,101,19487,7971
7971,2041,1051,1005,2341,1012
1012,1998,2175,2247,2007,2149
2149,1012,102,101,102,101
101,17270,2401,1024,102,101
101,2053,1010,2012,1037,2773
2773,1010,21658,1025,5262,1010
1010,1045,2442,2025,1012,1045
1045,4299,102,101,2017,2172
2172,14719,2705,1012,102,101
101,102,101,10380,4360,1024
1024,102,101,2092,1010,2059
2059,1010,13407,1012,102,101
101,102,101,7871,4173,1024
1024,102,101,10930,11563,3310
3310,2739,1012,1037,11897,2099
2099,2027,2031,2777,1012,102
102,101,102,101,2474,28228
28228,2271,1024,102,101,2026
2026,3586,2000,6737,1010,2053
2053,1012,102,101,102,101
101,7871,4173,1024,102,101
101,1005,22320,2589,1012,102
102,101,102,101,2474,28228
28228,2271,1024,102,101,3530
3530,1012,102,101,102,101
101,7871,4173,1024,102,101
101,2360,1010,2038,2256,2236
2236,2777,1996,4099,1029,102
102,101,102,101,11981,1024
1024,102,101,2027,4682,1999
1999,3193,1025,2021,2031,2025
2025,3764,2004,2664,1012,102
102,101,102,101,2474,28228
28228,2271,1024,102,101,2061
2061,1010,1996,2204,3586,2003
2003,3067,1012,102,101,102
102,101,7871,4173,1024,102
102,101,1045,1005,2222,4965
4965,2032,1997,2017,1012,102
102,101,102,101,2474,28228
28228,2271,1024,102,101,2053
2053,1010,1045,1005,2222,4496
4496,5271,4496,2507,2032,1024
1024,18496,2017,2032,1045,2097
2097,102,101,2005,2431,1037
1037,3634,2086,1012,18654,1996
1996,2237,1012,102,101,102
102,101,7871,4173,1024,102
102,101,2129,2521,2125,4682
4682,2122,8749,1029,102,101
101,102,101,11981,1024,102
102,101,2306,2023,3542,1998
1998,2431,1012,102,101,102
102,101,7871,4173,1024,102
102,101,2059,4618,2057,2963
2963,2037,1005,2474,6824,1010
1010,1998,2027,14635,1012,102
102,101,2085,1010,7733,1010
1010,1045,26927,10760,2063,1010
1010,2191,2149,4248,1999,2147
2147,1010,102,101,2008,2057
2057,2007,9422,10689,2089,2233
2233,2013,6516,1010,102,101
101,2000,2393,2256,20988,2814
2814,999,2272,1010,6271,15177
15177,8479,1012,102,101,10722
10722,5809,21200,28173,2271,1010
1010,2003,2002,2306,2115,3681
3681,1029,102,101,102,101
101,2034,5205,1024,102,101
101,2053,1010,4496,1037,2158
2158,2008,10069,2017,2625,2084
2084,2002,1010,102,101,2008
2008,1005,1055,8276,2084,1037
1037,2210,1012,102,101,5292
5292,8024,999,2256,3846,102
102,101,2024,5026,5743,2256
2256,3360,1012,2057,1005,2222
2222,3338,2256,3681,1010,102
102,101,2738,2084,2027,4618
4618,9044,2149,2039,1024,2256
2256,6733,1010,102,101,2029
2029,2664,4025,3844,1010,2057
2057,1010,2031,2021,9231,2078
2078,1005,1040,2007,18545,1025
1025,102,101,2027,1005,2222
2222,2330,1997,3209,1012,102
102,101,5292,8024,2017,1012
1012,2521,2125,999,102,101
101,2045,2003,21200,28173,2271
2271,1025,2862,1010,2054,2147
2147,2002,3084,102,101,5921
5921,2115,18856,25592,2390,1012
1012,102,101,102,101,7871
7871,4173,1024,102,101,1051
1051,1010,2027,2024,2012,2009
2009,999,102,101,102,101
101,2474,28228,2271,1024,102
102,101,2037,5005,2022,2256
2256,7899,1012,10535,2015,1010
1010,7570,999,102,101,102
102,101,7871,4173,1024,102
102,101,2027,3571,2149,2025
2025,1010,2021,3277,5743,2037
2037,2103,1012,102,101,2085
2085,2404,2115,11824,2077,2115
2115,8072,1010,1998,2954,102
102,101,2007,8072,2062,6947
6947,2084,11824,1012,5083,1010
1010,102,101,9191,18828,1024
1024,102,101,2027,2079,25134
25134,2149,2172,3458,2256,4301
4301,1010,102,101,2029,3084
3084,2033,7518,2007,14532,1012
1012,2272,2006,1010,2026,13572
13572,1024,102,101,2002,2008
2008,11036,2015,1045,1005,2222
2222,2202,2032,2005,1037,18709
18709,3401,1010,102,101,1998
1998,2002,4618,2514,3067,3341
3341,1012,102,101,102,101
101,7871,4173,1024,102,101
101,2035,1996,9530,15900,3258
3258,1997,1996,2148,2422,2006
2006,2017,1010,102,101,2017
2017,9467,2015,1997,4199,999
999,2017,14906,1997,1011,1011
1011,26077,2015,1998,11629,2015
2015,102,101,15673,2017,1051
1051,1005,9413,1010,2008,2017
2017,2089,2022,11113,16368,2099
2099,1005,1040,102,101,2582
2582,2084,2464,1998,2028,1999
1999,25969,2178,102,101,2114
2114,1996,3612,1037,3542,999
999,2017,9293,1997,28519,1010
1010,102,101,2008,4562,1996
1996,10466,1997,2273,1010,2129
2129,2031,2017,2448,102,101
101,2013,7179,2008,27754,2052
2052,3786,999,26930,1998,3109
3109,999,102,101,2035,3480
3480,2369,1025,10457,2417,1010
1010,1998,5344,5122,102,101
101,2007,3462,1998,12943,5657
5657,2094,3571,999,2273,2094
2094,1998,3715,2188,1010,102
102,101,2030,1010,2011,1996
1996,8769,1997,6014,1010,1045
1045,1005,2222,2681,1996,22277
22277,102,101,1998,2191,2026
2026,5233,2006,2017,1024,2298
2298,2000,1005,1056,1024,2272
2272,2006,1025,102,101,2065
2065,2017,1005,2222,3233,3435
3435,1010,2057,1005,2222,3786
3786,2068,2000,2037,10403,1010
1010,102,101,2004,2027,2149
2149,2000,2256,19874,2628,1012
1012,102,101,2061,1010,2085
2085,1996,6733,2024,6728,2063
2063,1024,2085,6011,2204,3823
3823,1024,102,101,1005,22320
22320,2005,1996,8771,7280,21255
21255,2015,2068,1010,102,101
101,2025,2005,1996,13109,10136
10136,1024,2928,2033,1010,1998
1998,2079,1996,2066,1012,102
102,101,102,101,2034,5268
5268,1024,102,101,7966,1011
1011,27522,7971,1025,2025,1045
1045,1012,102,101,102,101
101,2117,5268,1024,102,101
101,4496,1045,1012,102,101
101,102,101,2034,5268,1024
1024,102,101,2156,1010,2027
2027,2031,3844,2032,1999,1012
1012,102,101,102,101,2035
2035,1024,102,101,2000,1996
1996,8962,1010,1045,10943,2032
2032,1012,102,101,102,101
101,2474,28228,2271,1024,102
102,101,2054,2003,2468,1997
1997,7871,4173,1029,102,101
101,102,101,2035,1024,102
102,101,19668,1010,2909,1010
1010,4797,3238,1012,102,101
101,102,101,2034,5268,1024
1024,102,101,2206,1996,13109
13109,10136,2012,1996,2200,8265
8265,1010,102,101,2007,2068
2068,2002,8039,1025,2040,1010
1010,2588,1996,5573,1010,102
102,101,28618,2361,1005,1040
1040,2000,2037,6733,1024,2002
2002,2003,2370,2894,1010,102
102,101,2000,3437,2035,1996
1996,2103,1012,102,101,102
102,101,2474,28228,2271,1024
1024,102,101,1051,7015,3507
3507,999,102,101,2040,12411
12411,5332,6321,2041,7662,2229
2229,2010,3168,3238,4690,1010
1010,102,101,1998,1010,2043
2043,2009,21207,1010,4832,2039
2039,1012,15223,2396,2187,1010
1010,7871,4173,1024,102,101
101,1037,2482,8569,12273,2571
2571,2972,1010,2004,2502,2004
2004,15223,2396,1010,102,101
101,2020,2025,2061,4138,1037
1037,13713,1012,15223,2001,2102
2102,1037,5268,102,101,2130
2130,2000,4937,2080,1005,1055
1055,4299,1010,2025,9205,1998
1998,6659,102,101,2069,1999
1999,13692,1025,2021,1010,2007
2007,15177,11844,3504,1998,102
102,101,1996,8505,1011,2066
2066,6333,1997,15177,4165,1010
1010,102,101,15223,5506,3367
3367,4857,2063,6716,6073,1010
1010,2004,2065,1996,2088,102
102,101,2020,9016,3560,1998
1998,2106,20627,1012,102,101
101,102,101,2034,5268,1024
1024,102,101,2298,1010,2909
2909,1012,102,101,102,101
101,2474,28228,2271,1024,102
102,101,1051,1010,1005,22320
22320,7871,4173,999,102,101
101,2292,1005,1055,18584,2032
2032,2125,1010,2030,2191,3961
3961,11455,1012,102,101,102
102,101,2034,3142,1024,102
102,101,2023,2097,1045,4287
4287,2000,4199,1012,102,101
101,102,101,2117,3142,1024
1024,102,101,1998,1045,2023
2023,1012,102,101,102,101
101,2353,3142,1024,102,101
101,1037,14163,11335,2378,2006
2006,1005,1056,999,1045,2165
2165,2023,2005,3165,1012,102
